"Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA"
1461,5430,754,1471,275,84,33,552,181,0,290,18,0,73,253,0,0,1079,0.270902394106814,0.370718232044199,0.316588986708096,0.0998158379373849,0.1559163127913
1042,3605,541,976,202,17,125,481,88,40,496,817,38,44,14,19,91,632,0.270735090152566,0.440221914008322,0.364073006724304,0.169486823855756,0.230428647600582
916,2461,341,627,145,14,46,260,56,24,304,570,17,25,24,21,54,422,0.25477448191792,0.381145875660301,0.340092493774457,0.126371393742381,0.199398210450966
1221,3895,540,1020,175,37,112,485,45,30,351,574,20,12,31,29,75,696,0.261874197689345,0.41206675224647,0.32260321903429,0.150192554557124,0.191325943285681
1330,4999,529,1351,225,75,13,637,175,0,221,41,0,24,142,0,0,1038,0.270254050810162,0.353070614122825,0.304347826086957,0.0828165633126626,0.132814721586575
1059,2934,405,682,143,8,194,467,16,4,403,1118,30,30,4,27,31,337,0.232447171097478,0.485003408316292,0.328520919269299,0.252556237218814,0.27087711058264
1425,3650,466,989,155,19,52,388,45,27,579,433,32,17,24,25,77,763,0.270958904109589,0.366575342465753,0.37110746897682,0.0956164383561643,0.187407265864591
1088,3108,351,819,191,12,90,455,50,40,353,450,45,5,26,38,75,526,0.263513513513513,0.41956241956242,0.335901826484018,0.156048906048906,0.206441688349234
1446,4481,682,1252,218,71,26,530,212,3,714,99,0,67,112,0,0,937,0.279401919214461,0.377147958045079,0.386354998099582,0.0977460388306182,0.203473888255416
1186,3672,443,925,184,40,94,365,9,13,359,723,44,12,38,25,74,607,0.251906318082789,0.400599128540305,0.31858407079646,0.148692810457516,0.192821471172962
1305,3881,544,1170,164,87,32,586,47,21,449,246,0,28,140,0,0,887,0.301468693635661,0.413295542385983,0.377925653969711,0.111826848750322,0.189320697567692
2707,10349,1583,3154,665,137,317,1595,201,97,1096,908,229,33,26,120,235,2035,0.3047637452894,0.487390085998647,0.3692878082428,0.182626340709247,0.223008883806843
919,2272,245,562,80,11,16,187,10,15,205,229,10,7,40,13,79,455,0.247359154929577,0.313380281690141,0.309971966359632,0.0660211267605634,0.133928427824688
1252,4169,457,1064,95,32,2,348,136,0,557,98,0,32,170,0,0,935,0.255217078436076,0.294794914847685,0.347414880201765,0.0395778364116095,0.140210382513661
1366,4117,601,1041,170,43,139,507,64,49,663,785,47,5,22,30,54,689,0.252854019917416,0.416322564974496,0.354932502596054,0.16346854505708,0.223873783557047
1846,6045,550,1355,201,38,60,461,30,35,444,845,44,40,71,40,162,1056,0.224152191894127,0.299751861042184,0.279951286344954,0.0755996691480562,0.128979586206897
1013,3202,420,794,141,6,110,462,41,18,434,469,63,15,15,29,70,537,0.247970018738289,0.398813241723923,0.337771739130435,0.150843222985634,0.20307508985347
2616,10332,1610,3023,486,141,149,900,938,307,761,1730,124,49,47,46,114,2247,0.292586140147116,0.410181958962447,0.342599213442975,0.117595818815331,0.165677205350687
1437,5699,886,1726,191,89,25,900,289,0,420,148,0,132,63,0,0,1421,0.302860150903667,0.380768555886998,0.364421692529195,0.0779084049833304,0.152039481682931
1645,5974,656,1608,290,31,149,824,64,56,387,1005,62,38,12,65,163,1138,0.269166387679946,0.402912621359223,0.314511138613861,0.133746233679277,0.169396344892221
1336,3865,477,950,175,40,71,431,86,60,281,605,12,14,59,39,67,664,0.245795601552393,0.366882276843467,0.296499166468207,0.121086675291074,0.165014855505135
1146,3889,544,1001,200,8,141,531,57,30,348,699,12,47,31,41,84,652,0.257392645924402,0.421702237078941,0.322774566473988,0.164309591154538,0.205666728495247
1673,6711,1523,2296,460,205,106,1296,256,0,840,238,0,105,2,0,0,1525,0.342124869617047,0.519147668007748,0.423328108672936,0.177022798390702,0.252021421107628
739,2249,296,581,112,12,59,326,52,14,197,468,10,32,2,28,59,398,0.258337038683859,0.397510004446421,0.323224261771748,0.139172965762561,0.189575080128205
1051,2262,330,582,78,19,84,322,30,8,242,275,18,15,5,21,54,401,0.257294429708223,0.419982316534041,0.330314960629921,0.162687886825818,0.201159714512292
1102,4300,614,1176,119,55,18,303,190,0,259,1,0,20,138,0,0,984,0.273488372093023,0.339302325581395,0.317754968333697,0.0658139534883721,0.121964664773968
982,3190,431,866,135,25,23,288,73,45,393,325,14,13,78,33,65,683,0.271473354231975,0.351097178683386,0.350509782309176,0.0796238244514106,0.163721825726141
1129,3449,331,803,108,13,47,254,22,23,317,414,26,22,60,23,95,635,0.232821107567411,0.312554363583647,0.299658882183154,0.0797332560162366,0.140048877146631
1221,3642,404,964,144,11,102,454,30,27,314,616,45,17,16,23,97,707,0.264689730917079,0.394288852278968,0.324074074074074,0.129599121361889,0.171037104530499
1183,4820,954,1646,295,85,46,659,258,0,466,167,0,29,0,0,0,1220,0.34149377593361,0.466597510373444,0.402822201317027,0.125103734439834,0.199391345249294
1786,7363,1521,1951,239,138,64,736,657,0,748,708,0,46,25,0,0,1510,0.264973516229798,0.360994159989135,0.336520779698419,0.0960206437593372,0.16484749295084
21,67,4,12,3,0,1,6,2,2,0,7,0,0,0,0,2,8,0.17910447761194,0.26865671641791,0.17910447761194,0.0895522388059702,0.0988716417910448
479,1564,208,413,85,10,22,225,13,0,151,239,0,10,30,0,43,296,0.264066496163683,0.373401534526854,0.332753623188406,0.109335038363171,0.178615536231884
1800,6289,804,1543,306,33,271,919,69,70,770,1187,43,30,8,72,146,933,0.245349022102083,0.43377325488949,0.327188940092166,0.188424232787407,0.227278083731385
1610,6056,937,1651,241,102,94,545,207,89,482,793,32,29,72,29,73,1214,0.272622192866579,0.392668428005284,0.327774408732565,0.120046235138705,0.168780956733699
2517,9397,1077,2715,498,49,174,1208,183,73,450,453,111,42,47,97,247,1994,0.288921996381824,0.407896137065021,0.321149609453235,0.118974140683197,0.153824526582278
1334,4266,501,1046,183,21,137,547,17,28,408,842,31,43,50,23,107,705,0.245194561650258,0.394280356305673,0.315822784810127,0.149085794655415,0.192853259715439
1286,4553,718,1203,157,44,93,418,200,105,672,575,57,41,47,34,34,909,0.264221392488469,0.379310344827586,0.361509433962264,0.115088952339117,0.190866908258631
1472,5013,798,1273,233,19,310,965,6,24,792,1406,41,56,12,54,123,711,0.253939756632755,0.493516856173948,0.358579881656805,0.239577099541193,0.272372454885938
1496,5053,778,1422,220,52,54,402,254,92,471,709,30,21,44,30,74,1096,0.281416980011874,0.377597466851375,0.343318385650224,0.0961804868395013,0.16120519386835
1187,4915,777,1230,164,50,18,503,59,13,140,328,0,10,0,0,0,998,0.250254323499491,0.314954221770092,0.272458045409674,0.0646998982706002,0.102567502467917
1691,4471,485,1318,230,33,126,673,13,14,477,270,80,13,13,39,121,929,0.294788637888616,0.445537910981883,0.3616,0.150749273093268,0.198413658536585
2066,8421,1720,2850,320,182,75,952,389,0,1029,230,0,75,80,0,0,2273,0.338439615247595,0.446384039900249,0.41511811023622,0.107944424652654,0.191539044619423
2000,7232,1253,2107,402,63,352,1206,181,84,793,1340,33,60,29,62,171,1290,0.291344026548673,0.510370575221239,0.363323922916411,0.219026548672566,0.250748582696574
1346,5139,656,1401,256,23,50,449,72,68,420,477,11,28,84,46,138,1072,0.272621132516054,0.360575987546215,0.32824427480916,0.0879548550301615,0.153897829953753
1694,5710,917,1447,298,29,315,981,74,58,739,1376,75,78,9,43,99,805,0.253415061295972,0.481260945709282,0.344596651445967,0.22784588441331,0.257643879907621
1853,7241,1188,2077,362,108,41,611,383,139,872,565,0,26,112,0,0,1566,0.286838834415136,0.383648667311145,0.365524020149896,0.0968098328960089,0.181875390097064
1866,6573,901,2018,444,72,72,951,154,63,363,433,0,110,187,0,0,1430,0.307013540240377,0.429332116233075,0.353533919954584,0.122318575992697,0.182915413000284
1187,4637,869,1389,224,129,65,832,263,0,464,182,0,41,1,0,0,971,0.299547120983394,0.445546689670045,0.368339167639051,0.145999568686651,0.207257837417347
1251,4920,722,1299,236,69,39,683,162,0,270,454,0,8,0,0,0,955,0.264024390243902,0.363821138211382,0.303385917660639,0.0997967479674797,0.148187572143132
1640,5503,767,1393,299,16,292,976,7,3,932,1564,53,31,0,54,119,786,0.253134653825186,0.47246956205706,0.361349693251534,0.219334908231874,0.265666584196691
1689,5536,720,1443,230,20,240,882,16,22,831,1135,65,15,4,63,148,953,0.260657514450867,0.439486994219653,0.355159038013964,0.178829479768786,0.227725141065831
1352,4250,541,1113,162,35,48,438,97,48,310,439,4,23,57,15,83,868,0.261882352941176,0.350352941176471,0.314484558503697,0.0884705882352941,0.145436308228124
1946,7210,1280,1804,186,74,9,436,404,75,1158,346,0,29,337,0,0,1535,0.250208044382802,0.300277392510402,0.356198642372276,0.0500693481276006,0.158528641181374
672,2397,287,514,58,13,2,184,39,0,124,97,0,6,0,0,0,441,0.214434710054234,0.251981643721318,0.254847645429363,0.0375469336670839,0.0902179659675505
1219,3045,388,763,154,26,96,409,33,29,348,505,51,49,6,32,64,487,0.250574712643678,0.412807881773399,0.333909038572251,0.162233169129721,0.211218112766579
2213,8180,1359,2375,277,131,54,578,558,257,1129,907,23,38,147,51,62,1913,0.290342298288509,0.376039119804401,0.376888699723345,0.0856968215158924,0.174684522666667
1283,4831,667,1225,186,60,10,329,176,12,456,220,0,49,144,0,0,969,0.253570689298282,0.323121506934382,0.324212893553223,0.0695508176361002,0.148133658170915
963,3202,482,827,191,30,109,396,129,23,253,538,11,47,9,19,58,497,0.258276077451593,0.438788257339163,0.320079522862823,0.18051217988757,0.218033504273504
1688,5952,753,1647,263,56,60,596,238,124,259,691,31,23,32,38,134,1268,0.276713709677419,0.369959677419355,0.307557397959184,0.0932459677419354,0.13416974843775
1985,7562,985,2055,459,32,123,854,216,57,514,745,26,32,57,90,188,1441,0.271753504363925,0.389711716477122,0.317272505489144,0.117958212113198,0.169029466470876
924,3312,470,901,200,25,104,444,97,49,306,556,30,13,6,35,102,572,0.272041062801932,0.441727053140097,0.33278777959629,0.169685990338164,0.21004499449945
923,3295,442,901,135,46,11,394,186,0,159,9,0,20,136,0,0,709,0.273444613050076,0.352352048558422,0.310880829015544,0.0789074355083459,0.131301439263097
1886,6652,926,1757,321,89,226,840,74,51,650,1064,73,41,51,43,98,1121,0.264131088394468,0.441070354780517,0.331437855402112,0.176939266386049,0.212487050458088
1955,6839,1064,1700,383,59,278,968,297,83,867,1901,19,87,31,60,114,980,0.248574352975581,0.443778330165229,0.337960015280784,0.195203977189648,0.242682282358948
1490,5353,936,1482,261,86,239,950,60,0,947,961,0,28,24,0,80,896,0.27685410050439,0.491686904539511,0.388274336283186,0.21483280403512,0.272764981036663
1760,6288,894,1710,348,17,239,983,88,39,727,1163,111,29,14,67,152,1106,0.271946564885496,0.446723918575064,0.346786668541696,0.174777353689567,0.216587114285714
2328,8684,1181,2249,313,86,79,646,649,199,618,1142,15,64,199,60,106,1771,0.258982035928144,0.342123445416859,0.310948440483768,0.0831414094887148,0.140508001275104
1215,4205,627,1161,178,18,242,856,25,15,533,501,30,30,30,18,143,723,0.276099881093936,0.499643281807372,0.360217300459674,0.223543400713436,0.251619091673675
1360,4762,759,1382,295,87,106,766,53,50,548,584,0,27,32,0,25,894,0.290214195716086,0.455480890382192,0.366685403784898,0.165266694666107,0.227701742551995
1038,2004,328,501,73,15,12,134,154,61,358,322,7,31,29,10,27,401,0.25,0.31936127744511,0.37037037037037,0.0693612774451098,0.184647662771285
740,1950,132,458,66,12,18,169,3,17,241,354,35,7,28,14,67,362,0.234871794871795,0.308717948717949,0.319168173598553,0.0738461538461538,0.147191364262747
1887,7057,1186,1877,340,14,462,1407,200,88,906,1942,64,84,1,81,178,1061,0.265977044069718,0.514524585517925,0.352731299212598,0.248547541448207,0.268014732142857
1010,2733,372,722,140,9,96,358,26,18,538,611,50,19,13,17,58,477,0.264178558360776,0.427369191364801,0.38675536740248,0.163190633004025,0.241625913417255
2017,6964,936,1913,333,46,138,775,329,139,608,807,38,26,37,61,147,1396,0.274698449167145,0.395175186674325,0.332549941245593,0.12047673750718,0.173671932817216
1941,6707,662,1725,285,49,118,689,39,48,522,1135,122,28,97,48,174,1273,0.257193976442523,0.367079171015357,0.311430527036277,0.109885194572834,0.152943811777809
2469,9315,1424,3053,445,112,92,1015,353,187,1018,1028,144,25,128,64,216,2404,0.327750939345142,0.429200214707461,0.393014776434466,0.101449275362319,0.172646837906207
938,2850,371,741,119,38,64,350,23,21,268,389,18,27,44,28,75,520,0.26,0.395789473684211,0.326504884966908,0.135789473684211,0.185512202852615
2476,9363,1545,2665,419,159,70,800,738,92,1040,695,0,77,290,0,0,2017,0.284630994339421,0.385773790451778,0.36087786259542,0.101142796112357,0.18023536259542
1118,4637,720,1202,142,47,18,543,158,0,112,91,0,28,0,0,0,995,0.259219322838042,0.321759758464524,0.280929453631987,0.0625404356264826,0.100503244714256
1325,4644,568,1199,172,25,55,474,31,28,491,467,4,38,67,19,109,947,0.258182601205857,0.34151593453919,0.332819722650231,0.0833333333333334,0.158466962220509
738,2012,246,557,108,5,69,289,12,11,140,246,9,19,2,17,53,375,0.276838966202783,0.438369781312127,0.327239488117002,0.161530815109344,0.196294171638366
709,1970,194,506,67,14,6,235,37,2,206,59,0,22,79,0,0,419,0.256852791878173,0.314213197969543,0.333939945404914,0.0573604060913706,0.143593357597816
991,3972,729,995,125,47,31,423,197,0,361,290,0,47,0,0,0,792,0.250503524672709,0.329053373615307,0.320319634703196,0.0785498489425982,0.149157899543379
2295,7971,1025,2092,371,31,324,1225,39,42,848,997,106,68,33,99,180,1366,0.262451386275248,0.438715343118806,0.334742933452036,0.176263956843558,0.212245247747748
2189,8422,1170,2184,432,53,396,1445,231,66,527,1387,86,90,10,105,132,1303,0.259320826407029,0.464260270719544,0.306321084864392,0.204939444312515,0.215466151468315
1651,5606,712,1677,278,17,204,890,21,26,642,663,65,13,3,54,206,1178,0.299143774527292,0.463967178023546,0.369279493269992,0.164823403496254,0.211445824
859,2786,214,627,87,12,50,252,2,10,101,430,25,9,10,24,78,478,0.22505384063173,0.318736539842067,0.252397260273973,0.0936826992103374,0.116201519861831
1226,5016,785,1415,233,43,21,377,349,109,426,297,0,21,52,0,48,1118,0.282097288676236,0.358253588516746,0.340838367197511,0.0761562998405104,0.14975881383855
1114,4341,584,1122,137,52,9,354,191,0,270,0,0,55,139,0,0,924,0.258465791292329,0.32020271826768,0.310115730818688,0.0617369269753513,0.125402743249036
1405,5066,690,1531,322,12,130,735,18,8,477,577,69,62,0,39,156,1067,0.302210817212791,0.44749309119621,0.366761162296244,0.145282273983419,0.201402260089686
1422,5554,732,1571,243,56,21,426,120,74,424,309,28,18,30,31,124,1251,0.282859200576161,0.358120273676629,0.333997013439522,0.0752610731004681,0.140155825970995
2089,6705,1046,1820,241,41,377,1103,43,30,1043,1091,112,90,17,55,139,1161,0.271439224459359,0.488292319164802,0.374128975041176,0.216853094705444,0.2538376558283
634,2642,353,650,87,33,5,191,0,1,84,132,0,5,0,0,0,525,0.246025738077214,0.309613928841787,0.270596850970341,0.0635881907645723,0.103478579274991
418,1026,98,226,39,2,12,101,3,6,103,219,1,7,26,11,21,173,0.220272904483431,0.297270955165692,0.292938099389712,0.0769980506822612,0.147303141361257
631,1519,190,383,71,8,55,197,15,11,90,291,5,13,7,11,34,249,0.252139565503621,0.418038183015142,0.297611757501531,0.165898617511521,0.189724324324324
1720,6510,1001,1889,194,59,28,443,370,142,800,850,13,12,123,26,120,1608,0.290168970814132,0.35099846390169,0.367583015786609,0.0608294930875576,0.149315664621677
1854,6822,902,1884,349,28,320,1105,33,43,423,1069,64,60,8,71,224,1187,0.276165347405453,0.476253298153034,0.320905639913232,0.200087950747581,0.213017314004376
1103,2627,253,601,123,13,36,234,5,9,149,472,8,1,51,21,73,429,0.228778073848496,0.326608298439284,0.268406004288778,0.097830224590788,0.139456702508961
567,1426,155,338,66,0,67,217,2,0,151,375,22,5,8,13,26,205,0.237026647966339,0.424263674614306,0.309717868338558,0.187237026647966,0.213272091544819
1265,3824,562,1113,262,37,84,457,45,27,331,492,12,78,25,34,72,730,0.291056485355649,0.444822175732218,0.356690883524725,0.153765690376569,0.213990129259694
1289,4451,491,1229,191,29,66,519,26,30,254,406,33,22,22,36,160,943,0.276117726353628,0.376544596719838,0.3159773252152,0.10042687036621,0.143848498942918
1105,3244,357,819,130,26,35,285,12,12,390,341,25,15,41,31,59,628,0.252466091245376,0.340937114673243,0.332608695652174,0.0884710234278668,0.163947305061559
2030,6754,990,1977,347,99,95,920,65,0,820,598,0,37,89,1,103,1436,0.292715427894581,0.415605567071365,0.372306883867577,0.122890139176784,0.199769679453494
2006,7310,1084,2087,436,60,199,976,550,179,664,938,83,56,32,71,167,1392,0.285499316005472,0.443228454172367,0.346500432045426,0.157729138166895,0.203809753055625
1100,3174,478,865,127,32,40,274,213,63,319,613,14,13,33,18,44,666,0.272526780088217,0.370510396975425,0.339670828603859,0.0979836168872086,0.164144102564103
2124,7927,1131,2351,417,27,379,1365,142,80,588,1169,154,102,4,74,218,1528,0.296581304402674,0.499432319919263,0.349902197675757,0.202851015516589,0.220066580766077
1329,4069,393,998,190,15,59,436,6,22,320,450,9,24,48,43,118,734,0.245269107888916,0.342836077660359,0.301166965888689,0.0975669697714426,0.15443809309647
829,2261,320,624,96,26,105,374,12,10,212,392,19,17,6,20,73,397,0.275984077841663,0.480760725342769,0.339840637450199,0.204776647501106,0.226950863107186
2073,7162,977,1868,328,21,316,1139,24,29,1012,1235,117,62,26,82,185,1203,0.260820999720748,0.444847807874895,0.353690791055542,0.184026808154147,0.229713498353859
2175,7571,912,2109,392,42,185,972,40,35,632,926,99,27,19,56,166,1490,0.278562937524766,0.414740457007,0.334057446294955,0.136177519482235,0.180086112128985
1287,4297,797,1273,200,79,20,596,401,0,554,29,0,137,111,0,0,974,0.296253199906912,0.393530370025599,0.393744987971131,0.0972771701186875,0.198786928628709
915,2113,237,458,75,17,14,190,19,18,238,471,43,4,34,12,30,352,0.216753431140558,0.288215806909607,0.295732995352767,0.0714623757690487,0.138083734939759
1717,6478,1144,1958,407,107,90,977,287,135,824,556,0,26,92,0,52,1354,0.302253782031491,0.439796233405372,0.383187772925764,0.137542451373881,0.216548335152838
1368,4988,754,1329,210,52,180,773,41,38,562,682,0,15,35,0,137,887,0.266439454691259,0.437650360866079,0.342497753818509,0.17121090617482,0.216801006289308
1919,7417,980,2158,322,124,57,941,363,15,276,306,0,30,216,0,0,1655,0.290953215585816,0.390858837805042,0.319047002460184,0.0999056222192261,0.140938365919979
263,680,48,157,27,1,7,65,4,2,31,115,6,3,7,4,29,122,0.230882352941176,0.304411764705882,0.266016713091922,0.0735294117647058,0.113608988764045
1456,5618,1214,1720,205,100,20,743,269,0,991,117,0,63,86,0,0,1395,0.306158775364899,0.388928444286223,0.415767386091127,0.0827696689213243,0.197441097122302
