"Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA"
1285,4904,994,1527,232,88,18,840,359,0,347,117,0,287,101,0,0,1189,0.311378466557912,0.405587275693312,0.390213073311665,0.0942088091353997,0.18546861682918
1438,5236,810,1463,259,45,199,929,143,55,750,546,28,23,18,52,185,960,0.279411764705882,0.460084033613445,0.36891602045867,0.180672268907563,0.235379081717222
1322,4623,550,1331,180,33,78,525,113,63,244,626,43,36,12,33,143,1040,0.287908284663638,0.391736967337227,0.326377633711507,0.103828682673589,0.143678724708768
1863,6920,1239,2051,396,95,288,1283,96,64,1075,851,0,24,28,0,102,1272,0.296387283236994,0.505924855491329,0.392817059483726,0.209537572254335,0.266112432971692
874,2307,254,628,88,11,44,230,24,12,156,291,12,10,24,11,76,485,0.272214997832683,0.377113133940182,0.319645732689211,0.104898136107499,0.150370550161812
1188,3836,465,940,211,4,167,570,6,10,475,997,29,25,18,31,112,558,0.245046923879041,0.43274244004171,0.3297458209297,0.187695516162669,0.230717473490088
1369,3945,539,1016,188,10,196,699,9,12,568,719,53,50,4,36,86,622,0.257541191381496,0.459315589353612,0.355294629267232,0.201774397972117,0.244959876814782
1435,4797,564,1252,242,18,136,609,33,25,559,675,57,40,26,43,126,856,0.260996456118407,0.404002501563477,0.340319911748483,0.14300604544507,0.199494388703084
1765,5941,706,1447,247,33,245,923,11,18,585,1318,54,20,13,61,164,922,0.243561689951187,0.419962969197105,0.310579688209475,0.176401279245918,0.205205798870746
1055,3774,478,992,154,68,14,381,139,48,264,292,0,48,184,0,0,756,0.262851086380498,0.350821409644939,0.319138521781694,0.0879703232644409,0.151489182574645
813,2619,372,697,91,36,19,256,114,41,181,153,0,15,100,0,0,551,0.266132111492936,0.350133638793433,0.317229129662522,0.0840015273004964,0.141529236234458
1531,4940,760,1229,247,22,228,760,231,77,692,1053,105,17,9,57,61,732,0.248785425101215,0.446153846153846,0.339642481598318,0.197368421052632,0.234033672558472
1748,4703,578,1254,215,38,102,531,50,54,429,632,61,22,40,35,80,899,0.266638315968531,0.393578566872209,0.328579687801118,0.126940250903678,0.175235998439938
1377,5070,754,1493,185,75,22,410,169,83,391,246,0,20,147,0,0,1211,0.294477317554241,0.373570019723866,0.347381864623244,0.0790927021696253,0.14492315270936
1447,5379,767,1565,175,117,34,486,327,105,352,384,29,7,35,27,103,1239,0.290946272541365,0.385945343000558,0.333738074588031,0.0949990704591931,0.143109867503487
1155,4359,717,1292,275,83,58,556,135,80,489,380,0,12,26,0,6,876,0.296398256480844,0.437485661849048,0.368930041152263,0.141087405368204,0.211805308641975
894,3738,733,1114,172,102,56,552,20,1,237,130,0,34,0,0,0,784,0.298020331728197,0.443552701979668,0.345472686455475,0.145532370251471,0.189273434771764
1213,4263,565,1196,183,33,93,524,91,48,360,702,42,40,26,41,108,887,0.280553600750645,0.40441003987802,0.339285714285714,0.123856439127375,0.173397597597598
1090,3774,643,1020,98,40,9,289,207,0,478,16,0,22,94,0,0,873,0.27027027027027,0.32458929517753,0.355638745905475,0.0543190249072602,0.147714880673842
1788,6747,1180,1920,206,75,21,631,359,0,817,15,0,76,254,0,0,1618,0.284570920409071,0.346672595227509,0.368193717277487,0.0621016748184379,0.155684214659686
1302,4594,632,1272,255,19,165,630,82,45,314,949,37,36,18,27,116,833,0.276882890727035,0.448410970831519,0.326292496479582,0.171528080104484,0.201168706931496
1002,3091,485,778,132,31,133,415,65,40,383,756,31,77,15,18,49,482,0.251698479456487,0.443545778065351,0.346875875595405,0.191847298608864,0.23701995477671
1331,4415,643,1103,215,38,147,579,143,84,534,817,38,12,43,34,87,703,0.249830124575311,0.415628539071348,0.33013013013013,0.165798414496036,0.213203631228566
1691,5826,786,1502,252,33,190,812,40,17,755,541,24,22,74,37,148,1027,0.257809818056986,0.410230003432887,0.343222891566265,0.152420185375901,0.209232406287787
1574,5606,874,1339,238,35,134,601,61,31,1043,827,2,33,101,0,83,932,0.238851230824117,0.365501248662148,0.361418736905118,0.126650017838031,0.219381676646707
1456,5160,755,1454,267,37,184,821,119,48,353,842,25,74,2,57,118,966,0.281782945736434,0.45484496124031,0.333274273564848,0.173062015503876,0.204887310909414
811,2980,396,890,153,35,17,281,20,0,182,109,0,5,49,0,68,685,0.298657718120805,0.390604026845638,0.340069466371961,0.0919463087248322,0.150539311651405
307,738,79,176,31,5,4,89,3,3,85,73,0,0,12,0,0,136,0.238482384823848,0.31029810298103,0.317132442284326,0.0718157181571816,0.153841798298906
1633,3421,429,833,132,13,95,426,58,44,532,589,51,25,31,25,64,593,0.243496053785443,0.372990353697749,0.347239570322258,0.129494299912306,0.200145091093117
747,2527,322,708,135,14,54,324,102,57,203,507,28,9,3,14,50,505,0.2801741195093,0.408785120696478,0.33418089357065,0.128611001187178,0.176056880733945
822,2234,277,610,87,31,30,184,55,40,108,338,20,3,15,15,43,462,0.273052820053715,0.380035810205909,0.305508474576271,0.106982990152193,0.140006239316239
2033,7127,973,2060,409,26,204,1106,60,39,833,825,108,38,26,91,168,1421,0.289041672512979,0.439595902904448,0.3623439238472,0.150554230391469,0.206030547550432
2171,7898,1184,2352,433,159,71,1034,213,92,965,478,0,51,257,0,3,1689,0.297796910610281,0.419853127374019,0.377832622840476,0.122056216763738,0.202951895894099
1816,6253,721,1613,245,55,43,656,36,0,568,530,0,51,141,0,195,1270,0.257956181033104,0.33535902766672,0.324796274738068,0.0774028466336159,0.150194412107101
1610,5625,929,1571,280,24,305,1017,53,46,903,999,85,18,1,54,101,962,0.279288888888889,0.500266666666667,0.377575757575758,0.220977777777778,0.260676991557943
410,1309,103,278,43,14,4,105,21,0,39,0,0,4,32,0,0,217,0.212375859434683,0.275783040488923,0.237426035502959,0.0634071810542399,0.099666124260355
2834,10116,1622,3007,498,75,399,1583,137,65,1277,1020,131,55,45,104,271,2035,0.297251878212732,0.479636219849743,0.37560595567867,0.182384341637011,0.227967340863322
1693,5851,802,1643,348,85,29,826,126,84,824,405,0,22,238,0,0,1181,0.280806699709451,0.384207827721757,0.371658951769449,0.103401128012306,0.198583515006719
1104,2983,443,799,176,16,82,386,77,30,269,480,6,17,20,25,68,525,0.267851156553805,0.42004693261817,0.329386763812993,0.152195776064365,0.201398418491484
939,2597,336,574,120,6,96,335,24,14,233,749,8,26,65,27,39,352,0.221024258760108,0.382749326145553,0.288935137010059,0.161725067385445,0.197979686956522
1755,6441,797,1724,324,11,284,1027,59,30,552,1167,21,31,0,76,181,1105,0.267660301195467,0.453656264555193,0.324929577464789,0.185995963359727,0.213753354993643
1077,3546,411,935,146,13,22,261,31,31,265,353,33,20,27,21,77,754,0.263677382966723,0.330795262267343,0.316718587746625,0.0671178793006204,0.129424247185127
2123,8591,1719,2932,241,145,33,810,495,0,524,36,0,129,350,0,0,2513,0.341287393784193,0.414619951111628,0.387819125919515,0.0733325573274357,0.139313760276936
528,1886,255,453,61,36,22,208,41,0,177,111,0,21,0,0,0,334,0.240190880169671,0.345705196182397,0.312380038387716,0.105514316012725,0.167408925143954
1170,3790,725,1085,166,72,189,760,45,23,784,499,0,10,20,0,50,658,0.286279683377309,0.517678100263852,0.409904013961606,0.231398416886544,0.29036592495637
1853,7006,1421,2220,358,194,65,1194,443,0,911,163,0,82,121,0,0,1603,0.316871253211533,0.451184698829575,0.401675209401175,0.134313445618042,0.216930541317665
622,1081,108,230,32,6,0,65,9,10,74,133,7,7,35,5,37,192,0.212765957446809,0.253469010175763,0.26649528706084,0.0407030527289547,0.102328965517241
1795,6702,881,2054,385,50,78,870,51,36,621,287,7,36,149,20,188,1541,0.30647567890182,0.413757087436586,0.367393955820572,0.107281408534766,0.179124498100922
1622,5993,819,1778,337,76,148,1020,65,43,386,694,0,28,158,0,0,1217,0.296679459369264,0.452361087935925,0.342125799906352,0.155681628566661,0.196147432495708
1455,5894,1357,1813,359,102,69,950,368,0,549,418,0,12,0,0,0,1283,0.307600950118765,0.438242280285036,0.367776917118513,0.130641330166271,0.196358543764524
1385,4338,620,1147,189,35,76,418,250,118,588,768,25,29,26,30,97,847,0.264407561088059,0.376671277086215,0.353861584754263,0.112263715998156,0.189733185483871
1337,4797,687,1390,241,30,124,585,235,84,317,862,16,49,22,41,113,995,0.2897644361059,0.430060454450698,0.337432744043044,0.140296018344799,0.182486314572089
1526,5683,737,1570,308,69,163,852,39,33,514,480,0,13,102,0,144,1030,0.276262537392222,0.440788316030266,0.33768115942029,0.164525778638043,0.209491948470209
1168,4058,581,1128,179,25,130,634,39,24,576,605,25,19,13,48,114,794,0.277969443075407,0.430507639231148,0.36651776217826,0.152538196155742,0.215024422583405
877,2576,170,603,86,11,31,244,5,5,189,240,29,6,27,25,83,475,0.234083850931677,0.312111801242236,0.285407725321888,0.078027950310559,0.126174557282255
2085,7627,1030,2195,394,35,75,744,189,89,721,686,51,254,36,63,176,1691,0.287793365674577,0.378130326471745,0.365839584535488,0.090336960797168,0.175384002786162
1483,4624,514,1176,196,41,63,514,45,50,364,443,2,6,65,6,151,876,0.254325259515571,0.355320069204152,0.3092,0.100994809688581,0.155989555822329
856,2110,237,475,77,17,32,185,14,10,142,461,10,25,36,11,48,349,0.225118483412322,0.323222748815166,0.280594405594406,0.0981042654028436,0.146045741878841
1491,4979,474,1313,244,12,113,628,6,15,365,855,86,16,22,39,125,944,0.263707571801567,0.385619602329785,0.313761807742174,0.121912030528219,0.160891812535291
2298,8498,1320,2461,560,47,377,1518,94,60,801,1522,61,125,10,103,224,1477,0.289597552365262,0.499646975759002,0.355515902172772,0.21004942339374,0.244221064863723
841,1796,256,434,71,23,43,176,26,19,164,318,11,17,20,11,19,297,0.241648106904232,0.378619153674833,0.309356136820926,0.136971046770601,0.183090338897319
2078,7651,899,1931,254,80,14,527,100,85,684,759,69,22,132,40,132,1583,0.25238530910992,0.311985361390668,0.314040728831726,0.0596000522807476,0.127561527377522
1035,3150,237,751,86,21,4,240,39,8,113,126,0,35,102,0,0,640,0.238412698412698,0.282857142857143,0.272589448150394,0.0444444444444445,0.0945172832019406
2435,8147,1283,2086,290,24,573,1584,19,18,1559,1699,160,48,0,77,243,1199,0.256045170001227,0.508530747514423,0.375648458956363,0.252485577513195,0.28101377313618
1472,5205,971,1451,216,39,369,1015,22,2,1011,749,1,24,9,7,126,827,0.278770413064361,0.547934678194044,0.397951016487914,0.269164265129683,0.304273871277618
819,2034,292,546,108,26,30,219,45,28,191,248,9,7,19,23,36,382,0.268436578171091,0.391347099311701,0.329933481152993,0.12291052114061,0.181152983081033
1201,4262,600,1091,222,18,154,709,75,32,442,584,27,20,17,71,97,697,0.255983106522759,0.42491787893008,0.323879040667362,0.168934772407321,0.20920461409396
1125,2918,374,699,112,19,117,401,23,8,363,401,35,23,11,22,55,451,0.23954763536669,0.411240575736806,0.326217678893566,0.171692940370117,0.213262777271346
1941,6677,901,1575,240,25,442,1210,85,49,608,1816,72,53,16,75,139,868,0.235884379212221,0.477909240676951,0.301632267637933,0.24202486146473,0.239649421059801
380,1414,186,376,40,29,12,222,18,0,67,92,0,5,4,0,0,295,0.265912305516266,0.360678925035361,0.301480484522207,0.0947666195190948,0.133884253028264
1311,3467,411,824,143,18,85,424,34,39,456,518,70,22,25,39,70,578,0.23766945486011,0.362849725987886,0.326807228915663,0.125180271127776,0.184715482881962
843,2708,356,648,100,3,176,460,16,16,236,744,20,38,0,31,53,369,0.239290989660266,0.47341211225997,0.306007301692665,0.234121122599705,0.237543334447043
1215,4027,375,882,108,31,17,390,64,0,314,166,0,8,97,0,0,726,0.21902160417184,0.273901167121927,0.276845251782019,0.0548795629500869,0.117265072430444
821,2513,357,626,106,15,40,250,14,7,331,285,7,4,21,18,37,465,0.249104655789893,0.350974930362117,0.335310537334264,0.101870274572224,0.178644980762504
1753,6486,1168,2076,398,74,300,1201,79,0,601,521,0,12,69,0,55,1304,0.320074005550416,0.543015726179463,0.378785744471052,0.222941720629047,0.252837188336385
1736,5611,874,1564,343,33,278,987,91,41,817,1077,84,29,4,55,125,910,0.278738192835502,0.500267332026377,0.370085995085995,0.221529139190875,0.261492688238955
318,669,64,155,21,3,13,69,0,1,31,71,5,1,4,6,11,118,0.23168908819133,0.33034379671151,0.264497878359264,0.0986547085201794,0.125345299145299
1260,4241,474,1151,181,61,20,513,123,0,281,114,0,12,106,0,0,889,0.271398255128507,0.356991275642537,0.318482576091751,0.0855930205140297,0.143834186149096
1718,5929,848,1766,290,29,279,1028,20,10,492,365,70,23,3,23,143,1168,0.297857986169674,0.497723056164615,0.352713777640328,0.19986506999494,0.220906268563389
1278,4469,572,1103,178,48,8,365,143,0,485,191,0,36,265,0,0,869,0.246811367196241,0.313492951443276,0.325450901803607,0.0666815842470351,0.151988617234469
907,3418,423,943,198,27,28,368,25,46,244,238,0,9,82,0,19,690,0.275892334698654,0.374195435927443,0.325796785616998,0.0983031012287888,0.16078670661945
1495,4829,490,1311,266,27,84,595,14,25,343,579,43,36,22,61,169,934,0.271484779457445,0.389935804514392,0.320743974188651,0.118451025056948,0.167266207424416
1632,6366,1132,1839,322,64,98,615,407,117,804,730,22,139,20,56,116,1355,0.288878416588124,0.405749293119698,0.377732518669382,0.116870876531574,0.201395342503064
253,676,82,153,27,3,24,88,0,1,47,161,3,3,8,4,20,99,0.226331360946746,0.381656804733728,0.278082191780822,0.155325443786982,0.180063548830812
1162,4271,572,1190,195,49,28,443,31,14,222,190,0,11,99,0,36,918,0.278623273238118,0.366892999297588,0.315941385435169,0.0882697260594709,0.139542051509769
1079,3993,466,1081,180,30,29,393,76,54,189,251,0,10,52,0,110,842,0.270723766591535,0.352617079889807,0.305343511450382,0.081893313298272,0.131342700381679
2085,7649,972,2150,344,182,74,992,255,5,689,545,0,73,253,0,0,1550,0.281082494443718,0.402667015296117,0.346213292117465,0.121584520852399,0.184587563904411
853,3010,349,750,84,30,5,266,72,48,242,214,0,33,97,0,0,631,0.249169435215947,0.301993355481728,0.312024353120244,0.0528239202657807,0.125597503805175
658,1963,204,464,75,8,73,267,5,8,99,350,18,6,15,19,58,308,0.236372898624554,0.39429444727458,0.272640153330139,0.157921548650025,0.168776413726438
1853,5436,536,1418,225,25,118,614,15,27,454,581,89,14,35,58,138,1050,0.260853568800589,0.376563649742458,0.316336799731634,0.115710080941869,0.158265111527328
1241,4676,676,1321,221,75,45,514,115,53,446,339,0,7,119,0,74,980,0.282506415739949,0.390718562874251,0.34587638915968,0.108212147134303,0.174781438876974
1391,5087,691,1454,298,58,89,799,47,56,474,453,0,6,97,0,18,1009,0.285826616866522,0.419697267544722,0.347404347045087,0.133870650678199,0.194084102748338
944,2505,289,593,123,8,54,274,5,7,361,593,13,20,27,19,68,408,0.236726546906188,0.35688622754491,0.335283993115318,0.120159680638723,0.198307538035961
1200,3897,582,1170,199,34,100,592,58,31,649,701,83,2,12,43,92,837,0.300230946882217,0.445727482678984,0.396645610978,0.145496535796767,0.218341304347826
977,2447,238,565,61,21,13,202,13,22,271,272,36,4,45,16,70,470,0.230894973436861,0.288925214548427,0.306793279766253,0.0580302411115652,0.127888230940044
1087,4284,536,996,145,115,25,404,151,0,137,260,0,10,0,0,0,711,0.23249299719888,0.337535014005602,0.257955314827353,0.105042016806723,0.132599142405777
1833,6913,951,2092,356,56,87,671,68,56,594,404,39,15,44,52,143,1593,0.302618255460726,0.408071748878924,0.356614734618431,0.105453493418198,0.16735201061712
2104,7984,1236,2212,412,111,131,1049,178,90,980,612,0,39,92,0,74,1558,0.277054108216433,0.405686372745491,0.35888037320893,0.128632264529058,0.202262290347662
1057,3379,329,917,91,29,1,263,52,71,248,255,27,28,82,17,76,796,0.271382065699911,0.31636578869488,0.324891067538126,0.0449837229949689,0.111938765432099
950,3102,467,813,151,44,117,509,32,22,389,595,0,10,37,0,60,501,0.262088974854932,0.452288845905867,0.346186803770351,0.190199871050935,0.236778291916595
1263,4919,678,1377,197,86,39,690,192,0,219,124,0,55,102,0,0,1055,0.279934946127262,0.378735515348648,0.317927979973041,0.0988005692213864,0.145543231272867
1523,4549,650,1303,207,42,91,458,185,86,372,657,26,9,41,33,86,963,0.286436579468015,0.41041987249945,0.33931090066492,0.123983293031436,0.172759246505975
791,1925,239,429,68,12,65,218,20,20,309,339,21,16,6,5,38,284,0.222857142857143,0.371948051948052,0.334368070953437,0.149090909090909,0.213910564010743
2480,9589,1504,3242,657,163,83,1599,380,21,516,85,0,134,221,0,0,2339,0.338095734696006,0.466576285326937,0.380115245629456,0.128480550630931,0.188820119152261
835,2595,442,599,105,9,39,193,52,45,546,312,0,8,50,0,49,446,0.230828516377649,0.323314065510597,0.366147983486821,0.092485549132948,0.207068529691966
282,651,66,147,28,2,11,79,5,5,44,162,6,3,13,5,19,106,0.225806451612903,0.325652841781874,0.275960170697013,0.0998463901689708,0.143084361549498
476,1125,89,267,41,5,18,108,1,0,43,159,17,6,18,5,33,203,0.237333333333333,0.330666666666667,0.268023748939779,0.0933333333333333,0.119025301204819
975,2706,382,746,132,19,69,349,7,10,226,409,31,17,9,30,56,526,0.275683665927568,0.4150036954915,0.331990600872776,0.139320029563932,0.18214986431479
777,1796,224,422,78,8,56,236,23,17,193,286,27,36,10,17,38,280,0.234966592427617,0.380846325167038,0.318805093046033,0.145879732739421,0.196088337468983
1346,4288,625,1061,169,50,93,467,139,51,588,767,22,59,61,29,65,749,0.247434701492537,0.375233208955224,0.344077356970185,0.127798507462687,0.200453500607042
772,1929,179,450,69,5,34,203,5,12,253,188,35,3,23,19,35,342,0.233281493001555,0.327112493519959,0.32032667876588,0.0938310005184033,0.161442415859843
1264,4101,522,1099,180,45,91,479,145,60,299,421,33,19,39,45,78,783,0.267983418678371,0.400390148744209,0.317428315412186,0.132406730065838,0.171401354096141
1196,3703,297,843,111,20,8,273,11,11,136,436,25,4,78,19,135,704,0.227653254118282,0.274912233324332,0.254531330916623,0.0472589792060492,0.0865786291373469
1701,5747,968,1561,356,54,238,874,258,117,828,1550,68,36,10,53,77,913,0.271619975639464,0.476596485122673,0.363895558223289,0.204976509483209,0.253372407519709
1862,7158,1007,2074,332,40,151,874,224,104,553,719,45,64,53,77,166,1551,0.28974573903325,0.410589550153674,0.342715231788079,0.120843811120425,0.171425618035097
1194,4212,501,1185,198,79,15,560,101,0,288,85,0,27,124,0,0,893,0.281339031339031,0.376543209876543,0.331345261762757,0.0952041785375119,0.156472144908328
2180,7937,1329,2340,441,76,198,960,379,77,939,817,66,55,59,67,178,1625,0.294821721053295,0.444374448784175,0.370526783729718,0.149552727730881,0.21111789072996
1184,4718,925,1429,259,114,53,836,129,0,484,141,0,100,0,0,0,1003,0.30288257736329,0.439805002119542,0.379668049792531,0.136922424756253,0.211239607695209
922,2719,307,628,148,7,96,348,14,11,237,760,39,107,22,18,74,377,0.230967267377712,0.396469290180213,0.315481986368062,0.165502022802501,0.213171466140697
1302,4603,805,1239,247,56,38,526,162,49,705,470,0,25,91,0,6,898,0.269172278948512,0.371931349120139,0.369210575660979,0.102759070171627,0.200358784924058
1627,6822,1478,1833,245,85,27,563,739,0,588,239,0,85,7,0,0,1476,0.268689533861038,0.341395485194957,0.334356237491661,0.0727059513339197,0.147250273515677
527,1170,105,298,63,9,16,140,3,1,109,150,24,5,15,12,28,210,0.254700854700855,0.364957264957265,0.317901234567901,0.11025641025641,0.164419025157233
1043,3509,487,945,183,37,40,486,63,0,485,244,0,12,33,0,86,685,0.269307495012824,0.37674551154175,0.359960059910135,0.107438016528926,0.194849475786321
879,2473,185,663,109,5,18,294,5,15,321,244,57,10,39,28,57,531,0.268095430651031,0.338050950262839,0.350988700564972,0.0699555196118075,0.151700828828829
1163,3891,338,954,134,45,7,377,71,56,209,376,0,24,141,0,0,768,0.245181187355436,0.308147005911077,0.287827352085354,0.0629658185556412,0.118204995150339
1334,4763,756,1273,267,17,138,631,165,66,681,613,34,94,2,30,113,851,0.267268528238505,0.417384001679614,0.367816091954023,0.150115473441109,0.225268124322371
1212,3802,453,972,193,26,71,442,34,26,408,602,14,9,43,36,92,682,0.255654918463966,0.376117832719621,0.326439482961222,0.120462914255655,0.182836500825277
1740,6297,986,1840,334,115,178,1191,148,79,869,864,0,21,116,0,8,1213,0.292202636175957,0.466571383198348,0.379852511479059,0.174368747022392,0.237486906915264
991,3733,543,1147,196,53,72,509,32,4,163,189,0,27,73,0,0,826,0.307259576747924,0.446021966246986,0.340810604129493,0.138762389499062,0.176229620188631
799,1719,205,460,100,10,18,183,8,8,176,217,20,6,9,14,42,332,0.267597440372309,0.368819080860966,0.335248041775457,0.101221640488656,0.170201372031662
2156,7959,1355,2143,266,172,63,810,361,14,820,278,0,32,240,0,0,1642,0.269254931524061,0.369644427691921,0.339916014073317,0.10038949616786,0.168325343320849
855,2030,290,494,120,17,63,318,29,15,244,495,18,10,4,19,44,294,0.243349753694581,0.412315270935961,0.324793747286149,0.168965517241379,0.219528315098468
1942,6962,1081,1959,432,30,331,1078,104,48,874,1622,72,70,2,55,199,1166,0.28138465958058,0.494685435219764,0.364652681823891,0.213300775639184,0.253573811636456
922,2693,304,686,88,20,19,249,31,20,201,531,5,4,43,19,67,559,0.254734496843669,0.323431117712588,0.305450805622215,0.0686966208689194,0.127697184065934
813,2805,410,808,137,24,101,518,5,0,274,319,0,21,40,0,78,546,0.288057040998217,0.462032085561497,0.355806451612903,0.17397504456328,0.218651225806452
1268,4167,638,1109,145,49,3,284,134,60,571,335,0,16,109,0,0,912,0.266138708903288,0.326613870890329,0.356752208666386,0.0604751619870411,0.159089103912495
1039,3191,320,709,109,19,22,229,94,51,241,564,37,7,57,19,52,559,0.222187402068317,0.288937637104356,0.27674956622325,0.0667502350360389,0.120116398713826
1069,3230,349,795,125,15,32,270,11,19,348,341,48,0,56,30,94,623,0.246130030959752,0.323839009287926,0.31679600886918,0.0777089783281734,0.144008258426966
1988,6868,973,1875,396,61,215,884,58,76,749,1024,46,151,50,54,174,1203,0.273005241700641,0.442341292952825,0.354768601380721,0.169336051252184,0.225633410493827
1010,3445,446,901,121,35,164,529,13,18,363,787,19,18,6,38,73,581,0.261538461538462,0.459796806966618,0.331780538302277,0.198258345428157,0.22285144343303
1415,5045,614,1342,223,37,144,723,163,61,342,1000,41,23,8,58,146,938,0.266005946481665,0.410505450941526,0.312179956108266,0.144499504459861,0.175669688594067
729,2092,233,512,91,11,69,251,11,15,209,471,7,19,14,10,44,341,0.244741873804971,0.397705544933078,0.317596566523605,0.152963671128107,0.198788118811881
822,2460,311,749,123,28,36,389,14,0,216,118,0,23,12,0,68,562,0.304471544715447,0.421138211382114,0.366061504260837,0.116666666666667,0.182574509077436
1349,5261,830,1563,249,93,71,607,83,59,573,303,0,20,83,0,69,1150,0.297091807641133,0.420262307546094,0.368295182781004,0.123170499904961,0.192666211137684
1354,4081,607,1021,137,37,27,342,247,107,403,514,1,48,101,19,58,820,0.250183778485665,0.32173486890468,0.323445396616128,0.071551090419015,0.148461098901099
1459,5351,612,1518,289,68,38,793,113,47,352,353,0,40,264,0,0,1123,0.283685292468697,0.384414128200336,0.332578791572349,0.100728835731639,0.161679853734982
902,2795,320,736,155,13,48,306,29,18,196,511,8,16,16,28,79,520,0.263327370304115,0.379606440071556,0.312355848434926,0.116279069767442,0.167264288074001
903,2527,325,667,107,2,90,387,7,7,337,581,16,65,8,24,79,468,0.26394934705184,0.414721013058963,0.362004740941415,0.150771666007123,0.217329724208376
1291,4134,560,1122,184,34,148,591,37,31,576,768,37,19,39,46,96,756,0.271407837445573,0.439767779390421,0.359581151832461,0.168359941944848,0.222143689320388
1212,4218,534,1155,257,10,150,610,8,7,335,571,34,89,10,43,114,738,0.273826458036984,0.446183025130394,0.337033084311633,0.172356567093409,0.214026961943668
817,2328,198,549,68,9,3,137,23,25,99,116,13,13,40,11,61,469,0.235824742268041,0.276632302405498,0.26968584251326,0.0408075601374571,0.0892732567678425
854,2795,401,762,124,48,72,404,17,13,289,366,0,16,22,0,91,518,0.27262969588551,0.428622540250447,0.344193548387097,0.155992844364937,0.207549806451613
1438,5611,895,1747,301,81,103,779,84,10,334,276,0,13,146,0,35,1262,0.311352700053466,0.448939582962039,0.351460221550856,0.137586882908572,0.181567908694193
823,2216,296,576,105,27,25,240,59,30,212,300,15,7,33,19,40,419,0.259927797833935,0.365523465703971,0.323960880195599,0.105595667870036,0.16720098400984
1057,3494,428,982,162,32,107,451,11,0,299,377,0,27,38,0,86,681,0.281053234115627,0.437607326846022,0.342408376963351,0.156554092730395,0.201229790575916
561,1490,128,354,56,9,19,153,7,0,144,141,0,13,18,0,43,270,0.23758389261745,0.325503355704698,0.310261080752884,0.0879194630872483,0.156867638129933
1317,4563,640,1252,159,82,32,482,316,15,395,156,0,38,231,0,0,979,0.274380889765505,0.36620644312952,0.337269815852682,0.0918255533640149,0.157877141713371
979,2268,290,591,117,17,44,268,30,15,195,268,23,14,22,30,36,413,0.260582010582011,0.385361552028219,0.319106501794974,0.124779541446208,0.174752576489533
1666,5940,836,1658,222,49,114,563,43,27,552,383,15,19,64,15,68,1273,0.279124579124579,0.390572390572391,0.341556849524977,0.111447811447811,0.168660789433267
1082,3892,483,1112,222,8,80,481,20,19,266,295,23,58,42,44,138,802,0.285714285714286,0.408530318602261,0.337089201877934,0.122816032887975,0.175580269058296
2103,8120,1528,2428,383,116,130,781,622,160,945,1016,43,32,72,65,109,1799,0.299014778325123,0.422783251231527,0.371643745907007,0.123768472906404,0.19219368351793
1503,5244,651,1407,216,41,93,547,19,13,451,472,26,43,125,30,125,1057,0.268306636155606,0.378337147215866,0.329576976421637,0.110030511060259,0.166203866248694
1752,5351,623,1415,244,14,155,808,20,10,671,453,49,115,47,34,184,1002,0.264436553915156,0.402167819099234,0.356668287149571,0.137731265184078,0.205748219536099
1853,5855,601,1792,277,27,190,990,8,0,430,262,0,46,18,0,261,1298,0.306063193851409,0.459948761742101,0.3582372453009,0.153885567890692,0.19587164744906
1013,3020,384,805,135,33,132,467,10,3,353,460,39,7,7,39,76,505,0.266556291390728,0.464238410596026,0.340742907282831,0.197682119205298,0.22745650887574
1874,7674,1455,2127,342,97,91,1055,534,0,612,261,0,57,150,0,0,1597,0.277169663799844,0.382590565545999,0.335131247752607,0.105420901746156,0.166351743976987
853,2601,375,661,116,25,116,397,18,11,393,497,32,7,12,21,79,404,0.254133025759323,0.451749327181853,0.35109199205824,0.19761630142253,0.241328160535117
1812,6354,1023,1671,232,50,155,614,557,114,833,852,38,31,74,48,126,1234,0.262983947119924,0.388416745357255,0.348885218827415,0.125432798237331,0.191178500276702
1950,5916,613,1547,206,43,51,652,46,1,556,538,0,14,121,0,137,1247,0.261494252873563,0.336713995943205,0.326395312981807,0.0752197430696417,0.145381837804502
1185,4337,600,1145,219,31,90,439,124,58,445,913,15,18,35,29,66,805,0.264007378372147,0.391053723772193,0.332988196313937,0.127046345400046,0.18668778562526
1450,4644,623,1251,193,37,136,591,16,23,418,696,24,23,48,44,136,885,0.26937984496124,0.414728682170543,0.32988886722558,0.145348837209302,0.187636630754163
1503,5319,674,1527,267,19,260,864,8,19,357,969,43,66,6,45,172,981,0.287084038353074,0.491069749952999,0.336962156557802,0.203985711599925,0.220707834261838
721,1620,171,390,85,7,22,151,10,12,100,343,11,26,24,13,40,276,0.240740740740741,0.342592592592593,0.293348493462194,0.101851851851852,0.154610869565217
1726,5812,768,1713,309,22,76,629,47,35,555,605,20,71,56,64,157,1306,0.294735030970406,0.394700619408121,0.359735466010458,0.0999655884377151,0.173457543967911
